BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Age,Credit Score,Delinquency Status,Education Level,# Accounts,$ Outstandings,# Accounts in Repayment,$ Outstandings in Repayment,# New Disbursements,$ New Disbursements,$ Unpaid Principal Balance with Co-Signer,$ Unpaid Principal Balance in Grace,$ Unpaid Principal Balance in Deferment,$ Unpaid Principal Balance in Forbearance,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,Adjustment Factor,WAL
Bank_390,654241,2025-02,Student,202020302,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,03 - 60-89 DPD,02 - Graduate / Professional,4252,374.66,115,162.93,204,170.54,49.19,69.27,70.25,58.81,4.11,1.09,1.46,3.74,0.0,63
Bank_391,231656,2025-02,Student,202020303,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",6894,83.18,133,29.93,52,79.32,125.15,19.26,43.0,91.39,0.69,0.81,0.25,1.25,0.0,38
Bank_392,773076,2025-02,Student,202020304,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,03 - 60-89 DPD,04 - Not available,2793,69.16,253,219.55,290,106.93,61.62,95.7,31.59,81.05,1.22,0.78,0.21,1.79,0.99,52
Bank_393,337898,2025-02,Student,202020401,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,04 - 90-119 DPD,01 - Undergraduate - 4 year,5624,448.87,377,174.77,908,154.41,37.27,41.1,26.49,14.05,3.83,0.39,0.79,3.43,0.0,33
Bank_394,204979,2025-02,Student,202020402,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,04 - 90-119 DPD,02 - Graduate / Professional,2393,477.13,210,28.84,73,170.09,36.87,65.17,83.63,80.5,1.69,1.39,1.08,2.0,0.0,15
Bank_395,473435,2025-02,Student,202020403,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",6404,128.83,176,245.05,151,120.65,11.25,5.75,6.91,5.25,3.1,0.96,1.21,2.85,-0.0,19
Bank_396,702479,2025-02,Student,202020404,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,04 - 90-119 DPD,04 - Not available,9192,388.27,398,23.96,677,75.93,140.98,15.97,47.86,52.15,1.61,1.53,0.98,2.16,0.0,22
Bank_397,587717,2025-02,Student,202020501,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,05 - 120+ DPD,01 - Undergraduate - 4 year,8260,238.63,137,44.52,548,53.85,156.83,96.72,62.41,97.49,3.64,1.01,1.0,3.65,-0.0,39
Bank_398,727690,2025-02,Student,202020502,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,05 - 120+ DPD,02 - Graduate / Professional,6148,143.21,232,232.94,719,111.53,81.81,28.51,58.39,35.38,1.67,0.3,0.4,1.57,0.0,61
Bank_399,746310,2025-02,Student,202020503,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",2989,213.53,416,163.39,686,59.38,132.87,61.21,87.63,54.19,2.47,1.87,1.42,2.92,-0.13,18
Bank_400,999196,2025-02,Student,202020504,02 - Managed - Private,02 - 5 years <= Age < 6 years,XX - >660,05 - 120+ DPD,04 - Not available,3184,368.13,331,198.02,389,55.8,158.65,33.35,82.72,69.43,2.67,0.69,0.7,2.66,0.0,13
Bank_401,986108,2025-02,Student,202030101,02 - Managed - Private,02 - 5 years <= Age < 6 years,,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,5982,279.12,265,161.53,83,164.94,17.73,14.77,43.26,48.95,3.73,0.88,0.48,4.13,-0.0,49
Bank_402,240002,2025-02,Student,202030102,02 - Managed - Private,02 - 5 years <= Age < 6 years,,01 - Current & 1-29 DPD,02 - Graduate / Professional,4178,395.61,166,162.77,696,147.24,186.79,95.04,42.83,11.87,3.35,0.82,0.99,3.18,0.0,26
Bank_403,277121,2025-02,Student,202030103,02 - Managed - Private,02 - 5 years <= Age < 6 years,,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",6284,133.02,298,79.54,635,139.91,120.96,43.81,30.86,31.79,4.39,1.37,0.97,4.79,0.0,24
Bank_404,509644,2025-02,Student,202030104,02 - Managed - Private,02 - 5 years <= Age < 6 years,,01 - Current & 1-29 DPD,04 - Not available,4349,210.6,113,211.48,402,193.04,86.95,72.74,97.68,87.95,0.6,1.9,0.93,1.57,0.0,65
Bank_405,735977,2025-02,Student,202030201,02 - Managed - Private,02 - 5 years <= Age < 6 years,,02 - 30-59 DPD,01 - Undergraduate - 4 year,7825,72.2,62,251.08,735,94.49,120.56,21.14,81.05,49.95,1.53,0.55,1.05,1.03,0.0,34
Bank_406,534209,2025-02,Student,202030202,02 - Managed - Private,02 - 5 years <= Age < 6 years,,02 - 30-59 DPD,02 - Graduate / Professional,1230,220.62,118,192.49,439,70.74,63.51,37.99,72.28,60.19,3.44,0.77,0.74,3.47,0.35,20
Bank_407,440426,2025-02,Student,202030203,02 - Managed - Private,02 - 5 years <= Age < 6 years,,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",2258,298.07,295,109.41,83,65.19,191.34,88.46,79.56,9.4,3.07,1.25,1.31,3.01,-0.0,27
Bank_408,492914,2025-02,Student,202030204,02 - Managed - Private,02 - 5 years <= Age < 6 years,,02 - 30-59 DPD,04 - Not available,3025,363.84,453,294.34,201,118.62,194.3,7.56,41.58,61.45,2.55,0.61,1.16,2.0,0.0,52
Bank_409,600396,2025-02,Student,202030301,02 - Managed - Private,02 - 5 years <= Age < 6 years,,03 - 60-89 DPD,01 - Undergraduate - 4 year,5183,452.1,54,156.39,314,106.5,122.48,62.48,64.62,27.21,4.71,1.67,0.4,5.98,0.0,29
Bank_410,711778,2025-02,Student,202030302,02 - Managed - Private,02 - 5 years <= Age < 6 years,,03 - 60-89 DPD,02 - Graduate / Professional,1225,104.52,321,199.48,57,187.62,127.18,46.08,90.1,81.37,4.64,0.97,1.13,4.48,0.0,63
Bank_411,255413,2025-02,Student,202030303,02 - Managed - Private,02 - 5 years <= Age < 6 years,,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",2499,132.24,323,88.77,503,133.22,170.77,38.44,64.6,81.75,1.15,0.98,1.09,1.04,0.0,18
Bank_412,766361,2025-02,Student,202030304,02 - Managed - Private,02 - 5 years <= Age < 6 years,,03 - 60-89 DPD,04 - Not available,5845,436.77,355,252.04,739,66.5,61.28,92.3,22.36,51.08,2.74,0.71,0.98,2.47,0.0,12
Bank_413,252994,2025-02,Student,202030401,02 - Managed - Private,02 - 5 years <= Age < 6 years,,04 - 90-119 DPD,01 - Undergraduate - 4 year,6350,104.35,86,91.65,338,131.58,18.36,84.53,18.77,82.88,3.48,0.35,0.42,3.41,-0.89,47
Bank_414,484640,2025-02,Student,202030402,02 - Managed - Private,02 - 5 years <= Age < 6 years,,04 - 90-119 DPD,02 - Graduate / Professional,2448,160.05,273,235.39,806,183.53,103.43,62.13,77.8,56.05,2.0,1.27,0.4,2.87,0.0,26
Bank_415,982243,2025-02,Student,202030403,02 - Managed - Private,02 - 5 years <= Age < 6 years,,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",2420,262.76,343,127.35,316,82.96,180.4,83.41,38.58,19.15,2.08,0.33,0.95,1.46,-0.0,40
Bank_416,104666,2025-02,Student,202030404,02 - Managed - Private,02 - 5 years <= Age < 6 years,,04 - 90-119 DPD,04 - Not available,6642,76.82,176,134.51,220,38.28,137.88,70.58,96.61,92.44,3.71,0.56,0.38,3.89,0.0,58
Bank_417,944571,2025-02,Student,202030501,02 - Managed - Private,02 - 5 years <= Age < 6 years,,05 - 120+ DPD,01 - Undergraduate - 4 year,9684,421.14,322,290.61,323,74.8,188.04,23.3,13.94,79.89,2.8,1.08,1.42,2.46,0.0,14
Bank_418,129044,2025-02,Student,202030502,02 - Managed - Private,02 - 5 years <= Age < 6 years,,05 - 120+ DPD,02 - Graduate / Professional,5857,69.8,373,187.74,728,143.2,131.75,5.04,78.73,99.75,3.09,1.65,0.11,4.63,0.0,30
Bank_419,316171,2025-02,Student,202030503,02 - Managed - Private,02 - 5 years <= Age < 6 years,,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",1569,53.76,349,49.5,685,171.12,155.37,89.86,98.69,16.51,0.56,1.88,0.46,1.98,0.0,54
Bank_420,723859,2025-02,Student,202030504,02 - Managed - Private,02 - 5 years <= Age < 6 years,,05 - 120+ DPD,04 - Not available,4912,356.37,142,126.22,998,106.84,161.91,38.1,68.28,68.93,4.35,1.75,0.43,5.67,-0.2,14
Bank_421,259612,2025-02,Student,203010101,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,8448,303.36,108,84.38,215,133.98,189.34,12.31,80.16,38.9,2.81,1.71,0.67,3.85,0.0,23
Bank_422,669314,2025-02,Student,203010102,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,01 - Current & 1-29 DPD,02 - Graduate / Professional,9076,151.55,298,7.87,15,46.59,115.0,71.65,19.64,45.86,1.13,1.27,0.28,2.12,0.0,67
Bank_423,372755,2025-02,Student,203010103,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",6165,474.41,189,80.85,78,180.26,69.1,85.55,36.2,38.84,2.51,1.66,1.17,3.0,0.0,13
Bank_424,156304,2025-02,Student,203010104,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,01 - Current & 1-29 DPD,04 - Not available,4326,160.94,65,188.83,484,72.39,122.03,10.7,22.84,77.73,2.98,1.68,0.66,4.0,0.0,13
Bank_425,624974,2025-02,Student,203010201,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,02 - 30-59 DPD,01 - Undergraduate - 4 year,10000,280.45,230,90.14,123,70.48,152.16,13.11,99.18,39.03,4.19,1.75,1.48,4.46,-0.0,20
Bank_426,154648,2025-02,Student,203010202,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,02 - 30-59 DPD,02 - Graduate / Professional,2189,254.37,139,105.87,657,161.87,186.77,33.28,34.99,47.66,2.1,0.41,0.35,2.16,0.0,30
Bank_427,136442,2025-02,Student,203010203,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",2507,307.28,189,298.23,270,10.67,144.78,48.8,13.81,76.74,4.28,1.58,0.48,5.38,0.97,39
Bank_428,696120,2025-02,Student,203010204,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,02 - 30-59 DPD,04 - Not available,1625,377.39,227,222.56,905,123.97,13.18,23.06,57.97,43.17,2.89,0.11,0.53,2.47,0.0,12
Bank_429,573364,2025-02,Student,203010301,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,03 - 60-89 DPD,01 - Undergraduate - 4 year,1965,470.99,338,173.59,402,164.56,131.11,95.43,68.6,75.05,2.67,0.84,0.45,3.06,0.0,55
Bank_430,150112,2025-02,Student,203010302,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,03 - 60-89 DPD,02 - Graduate / Professional,2204,498.93,407,157.45,436,160.84,72.39,12.76,53.34,34.24,1.76,1.93,0.36,3.33,0.0,55
Bank_431,778733,2025-02,Student,203010303,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",2954,481.95,493,166.76,963,157.72,177.75,66.37,54.46,98.6,1.35,1.53,0.99,1.89,0.0,53
Bank_432,303793,2025-02,Student,203010304,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,03 - 60-89 DPD,04 - Not available,1299,92.07,302,164.24,514,7.09,12.08,48.18,44.07,95.33,0.57,1.15,1.26,0.46,0.0,28
Bank_433,311716,2025-02,Student,203010401,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,04 - 90-119 DPD,01 - Undergraduate - 4 year,9362,172.65,197,114.18,905,197.05,42.76,42.63,96.39,39.09,3.33,0.85,1.31,2.87,0.0,54
Bank_434,195812,2025-02,Student,203010402,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,04 - 90-119 DPD,02 - Graduate / Professional,9949,51.43,340,85.49,427,164.2,6.88,24.2,43.08,46.93,3.06,1.15,0.33,3.88,-0.28,50
Bank_435,116842,2025-02,Student,203010403,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",3057,321.36,331,241.59,528,179.41,106.78,7.43,71.12,52.94,4.53,0.73,0.83,4.43,0.0,22
Bank_436,506403,2025-02,Student,203010404,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,04 - 90-119 DPD,04 - Not available,1701,238.24,259,5.9,428,189.21,185.97,20.87,6.66,56.77,2.35,0.49,0.42,2.42,0.0,42
Bank_437,692673,2025-02,Student,203010501,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,05 - 120+ DPD,01 - Undergraduate - 4 year,9243,329.47,93,176.89,394,51.12,186.53,7.23,9.11,96.44,0.55,1.46,1.4,0.61,0.0,52
Bank_438,505152,2025-02,Student,203010502,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,05 - 120+ DPD,02 - Graduate / Professional,5432,257.4,89,62.14,267,158.06,7.52,26.07,10.44,60.66,3.68,0.19,0.4,3.47,0.0,37
Bank_439,508459,2025-02,Student,203010503,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",7814,80.1,185,210.2,926,193.24,52.76,95.0,82.1,11.18,3.7,0.24,0.92,3.02,-0.0,43
Bank_440,207845,2025-02,Student,203010504,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - <=660,05 - 120+ DPD,04 - Not available,8860,220.32,497,207.66,339,41.78,194.69,67.5,43.35,54.83,0.76,1.32,0.64,1.44,0.0,34
Bank_441,949914,2025-02,Student,203020101,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,7063,210.68,78,235.17,955,171.96,45.66,34.67,54.55,21.23,0.98,0.91,0.51,1.38,-0.38,71
Bank_442,498080,2025-02,Student,203020102,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,01 - Current & 1-29 DPD,02 - Graduate / Professional,3285,240.57,262,294.89,367,59.99,139.88,16.21,57.37,90.92,4.77,1.69,0.95,5.51,0.0,59
Bank_443,593157,2025-02,Student,203020103,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",8708,310.79,266,233.29,457,186.34,25.55,35.18,60.13,30.68,0.97,1.57,0.84,1.7,-0.0,13
Bank_444,665961,2025-02,Student,203020104,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,01 - Current & 1-29 DPD,04 - Not available,6438,315.99,429,232.24,607,104.14,6.82,27.18,41.94,37.59,3.21,0.38,0.29,3.3,0.0,64
Bank_445,376535,2025-02,Student,203020201,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,02 - 30-59 DPD,01 - Undergraduate - 4 year,7155,80.83,208,64.66,343,119.16,117.31,51.11,60.7,61.79,1.26,1.33,0.9,1.69,0.0,37
Bank_446,686799,2025-02,Student,203020202,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,02 - 30-59 DPD,02 - Graduate / Professional,7458,99.74,307,286.08,64,124.83,44.25,49.63,39.77,8.93,3.8,1.21,0.24,4.77,0.0,38
Bank_447,106370,2025-02,Student,203020203,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",9008,211.35,226,117.54,510,89.31,85.41,32.64,48.92,40.58,3.83,0.44,0.35,3.92,-0.0,22
Bank_448,858148,2025-02,Student,203020204,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,02 - 30-59 DPD,04 - Not available,6565,413.32,213,238.23,115,76.0,111.61,8.75,13.96,69.05,1.84,1.56,0.47,2.93,-0.58,35
Bank_449,727786,2025-02,Student,203020301,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,03 - 60-89 DPD,01 - Undergraduate - 4 year,5061,303.68,346,146.03,592,54.1,158.14,12.83,17.2,83.18,3.53,0.53,0.17,3.89,0.0,12
Bank_450,944033,2025-02,Student,203020302,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,03 - 60-89 DPD,02 - Graduate / Professional,9973,50.14,484,100.23,518,81.14,8.06,65.3,83.68,62.49,3.53,0.37,1.06,2.84,0.0,24
Bank_451,831979,2025-02,Student,203020303,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",5985,483.85,381,266.95,384,192.81,103.0,69.33,34.8,31.03,4.1,0.46,1.11,3.45,0.0,27
Bank_452,375582,2025-02,Student,203020304,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,03 - 60-89 DPD,04 - Not available,7198,427.24,328,182.07,106,43.48,134.35,34.03,10.83,93.28,1.12,1.23,0.99,1.36,0.0,71
Bank_453,258804,2025-02,Student,203020401,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,04 - 90-119 DPD,01 - Undergraduate - 4 year,8696,412.31,428,140.79,958,18.92,145.52,90.7,54.78,11.25,3.9,1.42,1.12,4.2,0.0,58
Bank_454,179752,2025-02,Student,203020402,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,04 - 90-119 DPD,02 - Graduate / Professional,1030,162.15,371,63.66,980,120.67,196.43,96.43,9.47,71.51,3.78,0.1,0.58,3.3,0.0,36
Bank_455,459910,2025-02,Student,203020403,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",7566,173.96,56,51.13,984,165.44,108.16,69.89,26.59,76.93,2.07,1.59,0.14,3.52,0.68,36
Bank_456,463289,2025-02,Student,203020404,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,04 - 90-119 DPD,04 - Not available,1172,333.54,456,180.17,259,159.91,189.28,77.36,56.49,93.82,4.73,0.37,1.01,4.09,-0.0,68
Bank_457,854734,2025-02,Student,203020501,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,05 - 120+ DPD,01 - Undergraduate - 4 year,8957,287.25,457,48.29,133,5.53,114.7,57.8,70.7,49.7,1.73,0.86,0.31,2.28,0.0,46
Bank_458,784163,2025-02,Student,203020502,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,05 - 120+ DPD,02 - Graduate / Professional,4642,386.31,149,193.35,191,31.7,193.76,16.35,36.14,78.51,1.63,0.65,1.48,0.8,0.0,23
Bank_459,555857,2025-02,Student,203020503,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",2632,427.62,52,77.02,508,107.12,44.96,10.26,19.18,41.56,3.81,0.53,0.64,3.7,0.0,60
Bank_460,611673,2025-02,Student,203020504,02 - Managed - Private,03 - 4 years <= Age < 5 years,XX - >660,05 - 120+ DPD,04 - Not available,2353,169.21,204,260.88,990,169.05,188.39,96.87,66.78,45.47,3.27,0.9,0.24,3.93,0.0,44
Bank_461,635377,2025-02,Student,203030101,02 - Managed - Private,03 - 4 years <= Age < 5 years,,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,1188,314.81,234,215.32,567,18.12,75.43,68.88,93.63,56.78,1.41,0.15,1.46,0.1,0.0,23
Bank_462,562095,2025-02,Student,203030102,02 - Managed - Private,03 - 4 years <= Age < 5 years,,01 - Current & 1-29 DPD,02 - Graduate / Professional,3948,86.44,463,216.89,78,99.72,154.57,26.81,80.82,41.07,0.63,0.97,1.13,0.47,-0.03,42
Bank_463,427269,2025-02,Student,203030103,02 - Managed - Private,03 - 4 years <= Age < 5 years,,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",8278,395.48,270,285.96,17,17.72,49.65,62.81,38.93,45.09,0.88,1.01,0.25,1.64,-0.0,33
Bank_464,571569,2025-02,Student,203030104,02 - Managed - Private,03 - 4 years <= Age < 5 years,,01 - Current & 1-29 DPD,04 - Not available,8950,109.28,307,171.6,427,86.62,72.91,85.79,37.56,46.49,1.77,0.46,1.17,1.06,0.0,57
Bank_465,494642,2025-02,Student,203030201,02 - Managed - Private,03 - 4 years <= Age < 5 years,,02 - 30-59 DPD,01 - Undergraduate - 4 year,5644,183.84,303,268.82,780,80.86,108.96,81.14,43.36,80.56,4.02,0.88,0.6,4.3,0.0,40
Bank_466,267469,2025-02,Student,203030202,02 - Managed - Private,03 - 4 years <= Age < 5 years,,02 - 30-59 DPD,02 - Graduate / Professional,7608,271.34,236,256.4,171,154.04,153.0,87.83,24.24,56.81,4.62,1.16,0.33,5.45,0.0,28
Bank_467,788338,2025-02,Student,203030203,02 - Managed - Private,03 - 4 years <= Age < 5 years,,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",9037,480.89,339,276.59,755,128.86,32.26,79.81,77.89,75.32,0.76,0.51,1.34,-0.07,0.0,35
Bank_468,502542,2025-02,Student,203030204,02 - Managed - Private,03 - 4 years <= Age < 5 years,,02 - 30-59 DPD,04 - Not available,8217,397.49,442,290.89,178,33.16,98.42,90.81,61.88,70.74,0.99,0.96,0.64,1.31,0.0,35
Bank_469,284166,2025-02,Student,203030301,02 - Managed - Private,03 - 4 years <= Age < 5 years,,03 - 60-89 DPD,01 - Undergraduate - 4 year,7210,239.58,190,188.17,583,112.52,114.28,18.37,40.18,11.5,3.07,1.08,1.25,2.9,0.51,44
Bank_470,851924,2025-02,Student,203030302,02 - Managed - Private,03 - 4 years <= Age < 5 years,,03 - 60-89 DPD,02 - Graduate / Professional,9745,230.2,232,163.02,27,147.09,135.25,69.07,20.56,44.97,0.89,1.22,1.11,1.0,0.0,33
Bank_471,453372,2025-02,Student,203030303,02 - Managed - Private,03 - 4 years <= Age < 5 years,,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",5526,467.47,306,242.09,956,152.57,113.6,44.05,91.48,39.32,2.12,0.53,0.98,1.67,-0.0,20
Bank_472,314914,2025-02,Student,203030304,02 - Managed - Private,03 - 4 years <= Age < 5 years,,03 - 60-89 DPD,04 - Not available,2738,82.29,220,7.03,343,17.49,62.95,33.95,9.08,10.88,3.0,0.26,0.87,2.39,0.0,51
Bank_473,321265,2025-02,Student,203030401,02 - Managed - Private,03 - 4 years <= Age < 5 years,,04 - 90-119 DPD,01 - Undergraduate - 4 year,9104,122.91,50,69.25,655,63.26,28.94,57.35,28.98,85.81,4.24,1.05,0.42,4.87,0.0,37
Bank_474,520626,2025-02,Student,203030402,02 - Managed - Private,03 - 4 years <= Age < 5 years,,04 - 90-119 DPD,02 - Graduate / Professional,4392,385.99,429,151.82,70,69.85,153.3,41.08,22.77,86.98,1.67,0.29,0.57,1.39,-0.0,31
Bank_475,878993,2025-02,Student,203030403,02 - Managed - Private,03 - 4 years <= Age < 5 years,,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",8904,212.62,181,106.49,178,9.14,150.94,26.39,27.89,80.03,4.28,0.8,0.84,4.24,0.0,20
Bank_476,251487,2025-02,Student,203030404,02 - Managed - Private,03 - 4 years <= Age < 5 years,,04 - 90-119 DPD,04 - Not available,1653,334.07,332,280.57,339,64.16,199.26,35.77,33.11,29.36,3.73,0.33,0.28,3.78,0.43,36
Bank_477,802667,2025-02,Student,203030501,02 - Managed - Private,03 - 4 years <= Age < 5 years,,05 - 120+ DPD,01 - Undergraduate - 4 year,8186,56.83,80,226.82,788,165.22,157.5,87.71,77.53,5.48,2.52,0.39,0.73,2.18,0.0,17
Bank_478,577853,2025-02,Student,203030502,02 - Managed - Private,03 - 4 years <= Age < 5 years,,05 - 120+ DPD,02 - Graduate / Professional,7573,371.26,204,165.26,775,49.23,190.02,19.25,15.33,17.41,2.48,0.19,0.29,2.38,0.0,42
Bank_479,205783,2025-02,Student,203030503,02 - Managed - Private,03 - 4 years <= Age < 5 years,,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",4045,189.49,345,219.63,468,162.03,73.45,12.79,67.12,14.97,1.97,0.95,0.73,2.19,0.0,31
Bank_480,503196,2025-02,Student,203030504,02 - Managed - Private,03 - 4 years <= Age < 5 years,,05 - 120+ DPD,04 - Not available,6612,405.43,132,145.72,804,152.9,126.2,62.48,22.71,63.97,3.92,0.32,1.13,3.11,-0.0,46
Bank_481,537189,2025-02,Student,204010101,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,3854,297.55,345,90.41,805,18.72,126.99,90.23,53.69,31.36,0.96,1.43,0.69,1.7,0.0,48
Bank_482,500287,2025-02,Student,204010102,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,01 - Current & 1-29 DPD,02 - Graduate / Professional,6736,283.45,388,273.55,832,129.29,184.95,14.92,55.92,32.0,3.18,1.32,0.26,4.24,0.0,27
Bank_483,205948,2025-02,Student,204010103,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",1412,381.95,145,77.63,649,179.94,133.62,82.61,97.77,70.62,4.61,1.52,0.34,5.79,-0.56,49
Bank_484,575495,2025-02,Student,204010104,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,01 - Current & 1-29 DPD,04 - Not available,3300,284.06,469,42.26,294,115.78,133.55,60.79,54.32,26.46,2.24,0.89,0.19,2.94,-0.0,68
Bank_485,297362,2025-02,Student,204010201,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,02 - 30-59 DPD,01 - Undergraduate - 4 year,1941,236.66,473,212.98,953,52.63,87.19,57.04,42.76,61.24,4.91,1.05,1.35,4.61,0.0,19
Bank_486,372905,2025-02,Student,204010202,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,02 - 30-59 DPD,02 - Graduate / Professional,8290,170.38,446,43.59,929,180.09,141.23,23.52,31.43,66.81,1.2,1.0,1.2,1.0,-0.0,12
Bank_487,139732,2025-02,Student,204010203,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",9647,463.9,64,60.99,515,135.28,98.81,55.41,62.09,60.37,4.48,0.19,0.71,3.96,-0.0,30
Bank_488,158474,2025-02,Student,204010204,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,02 - 30-59 DPD,04 - Not available,1832,432.38,456,183.4,473,105.43,75.46,73.06,94.7,53.35,0.71,0.57,1.45,-0.17,0.0,37
Bank_489,689315,2025-02,Student,204010301,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,03 - 60-89 DPD,01 - Undergraduate - 4 year,7430,131.22,89,96.73,350,64.17,17.74,99.57,7.59,84.29,2.77,1.83,0.2,4.4,0.0,15
