BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Credit Score,Geography,Age,LTV,Delinquency,# Accounts,$ Outstandings,$ Commitment,# New Accounts,$ New Accounts,$ New Commitments,$ Commitment Increases,$ Commitment Decreases,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,$ Adjustment Factor,$ Foreclosure,$ New Foreclosure,$ Other Real Estate Owned (OREO),$ New OREO,Weighted Average Life of Loans
Sample Bank,123456,2025-02,IntHE,020301020102,02:HELOC,03:N/A,01:Canada,02:> Three years old,01:< 80,02:30-89 DPD,933,1.4,40.97,3,9.67,4.82,0.08,0.41,1.64,0.39,0.73,2.09,-0.3,2.43,1.41,2.67,1.68,23.45
Sample Bank,123456,2025-02,IntHE,020301020103,02:HELOC,03:N/A,01:Canada,02:> Three years old,01:< 80,03:90-119 DPD,403,1.73,41.07,29,3.73,4.85,0.92,0.24,0.93,1.36,0.22,2.94,-0.07,4.99,1.91,1.12,1.06,17.35
Sample Bank,123456,2025-02,IntHE,020301020104,02:HELOC,03:N/A,01:Canada,02:> Three years old,01:< 80,04:120-179 DPD,958,21.86,15.88,28,3.38,1.35,1.45,1.39,1.02,1.81,0.84,0.71,0.45,2.28,0.52,1.88,0.17,1.9
Sample Bank,123456,2025-02,IntHE,020301020105,02:HELOC,03:N/A,01:Canada,02:> Three years old,01:< 80,05:180+ DPD,829,88.74,8.74,2,4.39,3.94,1.33,0.87,0.5,1.44,0.52,1.63,0.75,2.04,1.94,1.62,0.88,5.4
Sample Bank,123456,2025-02,IntHE,020301020201,02:HELOC,03:N/A,01:Canada,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,371,6.45,1.45,10,4.07,2.61,1.27,0.23,1.21,1.7,0.65,1.78,0.82,2.23,1.93,4.69,1.45,23.71
Sample Bank,123456,2025-02,IntHE,020301020202,02:HELOC,03:N/A,01:Canada,02:> Three years old,02:>= 80,02:30-89 DPD,777,43.45,9.07,35,3.35,1.89,0.12,0.88,1.07,0.04,0.54,0.48,0.53,1.36,0.78,2.06,0.69,5.96
Sample Bank,123456,2025-02,IntHE,020301020203,02:HELOC,03:N/A,01:Canada,02:> Three years old,02:>= 80,03:90-119 DPD,576,50.02,42.33,30,2.44,1.86,2.84,2.41,1.65,1.08,0.91,2.38,-0.7,4.14,1.17,3.42,0.39,7.76
Sample Bank,123456,2025-02,IntHE,020301020204,02:HELOC,03:N/A,01:Canada,02:> Three years old,02:>= 80,04:120-179 DPD,190,35.44,10.24,30,9.72,3.1,2.08,0.21,1.76,0.8,0.94,0.87,0.56,2.16,1.05,4.01,0.07,20.99
Sample Bank,123456,2025-02,IntHE,020301020205,02:HELOC,03:N/A,01:Canada,02:> Three years old,02:>= 80,05:180+ DPD,690,48.19,35.71,9,6.3,3.06,2.66,1.86,1.32,0.98,0.23,0.17,0.66,2.26,0.37,4.63,0.24,18.02
Sample Bank,123456,2025-02,IntHE,020302010101,02:HELOC,03:N/A,02:EMEA,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,103,89.58,29.8,39,9.13,4.9,2.93,0.5,1.99,0.68,0.01,2.94,-0.85,3.58,0.74,2.58,0.03,4.62
Sample Bank,123456,2025-02,IntHE,020302010102,02:HELOC,03:N/A,02:EMEA,01:<= Three years old,01:< 80,02:30-89 DPD,835,45.19,40.54,31,8.18,3.54,0.17,1.8,1.79,0.35,0.13,1.6,0.38,2.4,0.73,1.63,1.04,19.6
Sample Bank,123456,2025-02,IntHE,020302010103,02:HELOC,03:N/A,02:EMEA,01:<= Three years old,01:< 80,03:90-119 DPD,464,60.97,28.24,12,9.48,3.98,2.88,1.58,1.88,0.66,0.4,0.78,0.69,4.94,1.85,0.1,1.87,8.14
Sample Bank,123456,2025-02,IntHE,020302010104,02:HELOC,03:N/A,02:EMEA,01:<= Three years old,01:< 80,04:120-179 DPD,213,58.34,49.78,27,9.11,2.93,1.19,0.2,0.38,1.27,0.51,2.31,-0.31,1.77,1.44,0.17,0.94,23.92
Sample Bank,123456,2025-02,IntHE,020302010105,02:HELOC,03:N/A,02:EMEA,01:<= Three years old,01:< 80,05:180+ DPD,402,13.03,9.87,38,5.81,1.83,0.87,2.07,0.13,1.36,0.5,0.39,0.65,3.32,0.19,1.98,0.81,3.24
Sample Bank,123456,2025-02,IntHE,020302010201,02:HELOC,03:N/A,02:EMEA,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,593,26.78,41.45,17,7.21,0.42,2.81,1.59,0.09,0.01,0.82,0.02,-0.76,4.62,0.29,3.06,1.22,7.47
Sample Bank,123456,2025-02,IntHE,020302010202,02:HELOC,03:N/A,02:EMEA,01:<= Three years old,02:>= 80,02:30-89 DPD,676,95.59,9.12,35,4.78,2.34,0.49,1.74,1.71,1.05,0.75,0.04,0.42,2.52,1.42,3.06,0.51,19.21
Sample Bank,123456,2025-02,IntHE,020302010203,02:HELOC,03:N/A,02:EMEA,01:<= Three years old,02:>= 80,03:90-119 DPD,605,58.72,29.6,30,4.63,0.46,2.46,1.39,1.38,1.38,0.93,2.2,0.4,3.76,0.38,2.25,1.48,16.09
Sample Bank,123456,2025-02,IntHE,020302010204,02:HELOC,03:N/A,02:EMEA,01:<= Three years old,02:>= 80,04:120-179 DPD,984,8.99,27.47,39,5.34,2.66,1.79,0.37,0.18,1.43,0.96,1.62,0.29,1.97,0.5,2.84,0.6,12.82
Sample Bank,123456,2025-02,IntHE,020302010205,02:HELOC,03:N/A,02:EMEA,01:<= Three years old,02:>= 80,05:180+ DPD,901,61.44,35.11,49,3.47,0.78,0.65,0.51,1.97,0.63,1.0,1.34,0.31,1.19,1.94,0.44,0.64,12.37
Sample Bank,123456,2025-02,IntHE,020302020101,02:HELOC,03:N/A,02:EMEA,02:> Three years old,01:< 80,01:Current & 1-29 DPD,323,89.65,22.44,45,2.31,4.67,0.82,2.03,0.65,1.21,0.12,2.54,-0.15,2.94,1.05,2.22,1.55,17.65
Sample Bank,123456,2025-02,IntHE,020302020102,02:HELOC,03:N/A,02:EMEA,02:> Three years old,01:< 80,02:30-89 DPD,920,90.42,28.22,5,1.76,1.18,1.05,0.75,0.13,0.81,0.55,0.03,0.52,0.25,1.78,1.78,0.58,18.94
Sample Bank,123456,2025-02,IntHE,020302020103,02:HELOC,03:N/A,02:EMEA,02:> Three years old,01:< 80,03:90-119 DPD,884,78.29,28.24,34,4.53,2.06,0.67,0.97,1.84,0.07,0.48,2.26,0.06,3.37,0.0,2.05,1.65,26.91
Sample Bank,123456,2025-02,IntHE,020302020104,02:HELOC,03:N/A,02:EMEA,02:> Three years old,01:< 80,04:120-179 DPD,884,62.92,16.08,22,8.25,4.4,1.07,0.46,0.84,1.67,0.46,1.75,0.37,2.15,0.84,1.2,0.21,28.04
Sample Bank,123456,2025-02,IntHE,020302020105,02:HELOC,03:N/A,02:EMEA,02:> Three years old,01:< 80,05:180+ DPD,736,14.93,3.84,45,2.38,2.27,0.1,1.92,0.57,0.68,0.82,2.04,0.05,0.78,1.21,1.88,1.34,12.32
Sample Bank,123456,2025-02,IntHE,020302020201,02:HELOC,03:N/A,02:EMEA,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,117,40.42,9.04,33,4.23,4.52,0.31,1.15,0.18,0.85,0.75,0.69,-0.95,2.08,0.26,3.03,1.46,8.06
Sample Bank,123456,2025-02,IntHE,020302020202,02:HELOC,03:N/A,02:EMEA,02:> Three years old,02:>= 80,02:30-89 DPD,658,73.67,32.57,10,4.93,2.65,2.99,1.25,0.78,0.11,0.74,1.85,0.21,3.71,1.25,4.14,1.62,13.98
Sample Bank,123456,2025-02,IntHE,020302020203,02:HELOC,03:N/A,02:EMEA,02:> Three years old,02:>= 80,03:90-119 DPD,268,29.75,18.05,39,6.06,4.21,0.12,1.9,0.61,0.17,0.03,1.53,0.63,1.47,1.95,2.84,1.6,1.21
Sample Bank,123456,2025-02,IntHE,020302020204,02:HELOC,03:N/A,02:EMEA,02:> Three years old,02:>= 80,04:120-179 DPD,796,67.32,6.85,49,0.11,4.73,1.07,0.32,1.91,1.5,0.17,1.86,0.47,0.51,1.96,3.19,1.12,13.48
Sample Bank,123456,2025-02,IntHE,020302020205,02:HELOC,03:N/A,02:EMEA,02:> Three years old,02:>= 80,05:180+ DPD,37,35.67,46.99,26,3.24,1.82,0.46,0.28,1.88,0.83,0.74,1.08,0.99,4.48,0.96,2.41,1.99,4.5
Sample Bank,123456,2025-02,IntHE,020303010101,02:HELOC,03:N/A,03:LATAM,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,570,83.92,7.92,43,9.15,2.06,2.13,0.15,0.85,0.8,0.47,1.87,0.69,2.36,0.03,4.83,1.94,28.32
Sample Bank,123456,2025-02,IntHE,020303010102,02:HELOC,03:N/A,03:LATAM,01:<= Three years old,01:< 80,02:30-89 DPD,842,10.67,47.64,45,2.23,3.11,2.03,0.95,1.05,1.53,0.46,2.29,-0.53,0.13,0.61,0.69,0.01,10.82
Sample Bank,123456,2025-02,IntHE,020303010103,02:HELOC,03:N/A,03:LATAM,01:<= Three years old,01:< 80,03:90-119 DPD,203,77.48,39.32,22,0.13,0.81,1.8,1.22,1.15,1.76,0.92,2.92,0.77,1.81,0.62,1.28,1.23,13.0
Sample Bank,123456,2025-02,IntHE,020303010104,02:HELOC,03:N/A,03:LATAM,01:<= Three years old,01:< 80,04:120-179 DPD,144,94.83,19.68,30,5.44,3.7,2.86,2.46,1.29,1.05,0.2,0.34,0.01,2.31,0.06,2.21,1.28,25.43
Sample Bank,123456,2025-02,IntHE,020303010105,02:HELOC,03:N/A,03:LATAM,01:<= Three years old,01:< 80,05:180+ DPD,633,85.97,29.57,20,7.54,1.54,1.5,1.62,0.39,1.53,0.14,2.88,0.25,2.82,1.4,4.25,1.18,10.81
Sample Bank,123456,2025-02,IntHE,020303010201,02:HELOC,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,255,38.82,8.23,1,5.27,3.81,1.2,1.57,0.91,0.66,0.99,1.54,-0.79,0.33,0.02,0.5,1.44,24.13
Sample Bank,123456,2025-02,IntHE,020303010202,02:HELOC,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,02:30-89 DPD,88,61.13,2.08,47,0.93,0.37,2.88,2.41,1.53,0.92,0.19,0.01,0.59,3.25,1.46,2.92,1.19,5.01
Sample Bank,123456,2025-02,IntHE,020303010203,02:HELOC,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,03:90-119 DPD,286,36.03,33.16,47,5.81,1.22,0.69,1.27,0.02,0.3,0.42,1.09,0.25,1.45,1.21,2.37,1.21,22.81
Sample Bank,123456,2025-02,IntHE,020303010204,02:HELOC,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,04:120-179 DPD,905,15.16,35.29,32,1.11,0.8,0.46,0.72,0.24,0.2,0.58,2.0,0.94,2.06,1.1,0.99,1.06,9.1
Sample Bank,123456,2025-02,IntHE,020303010205,02:HELOC,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,05:180+ DPD,184,91.8,5.66,23,0.76,1.17,0.06,2.02,0.47,1.9,0.75,0.94,0.68,0.95,0.26,2.25,0.77,3.52
Sample Bank,123456,2025-02,IntHE,020303020101,02:HELOC,03:N/A,03:LATAM,02:> Three years old,01:< 80,01:Current & 1-29 DPD,316,1.3,22.25,48,6.77,2.43,1.31,1.61,1.73,0.69,0.76,0.7,-0.76,3.36,0.95,3.55,0.77,21.0
Sample Bank,123456,2025-02,IntHE,020303020102,02:HELOC,03:N/A,03:LATAM,02:> Three years old,01:< 80,02:30-89 DPD,448,52.99,14.34,0,8.87,2.58,2.64,0.65,0.28,0.89,0.53,2.63,-0.26,0.66,0.29,0.35,0.98,18.72
Sample Bank,123456,2025-02,IntHE,020303020103,02:HELOC,03:N/A,03:LATAM,02:> Three years old,01:< 80,03:90-119 DPD,693,79.51,28.81,42,6.17,2.45,1.22,2.48,0.76,1.02,0.9,0.64,0.54,4.77,1.69,0.41,1.41,10.09
Sample Bank,123456,2025-02,IntHE,020303020104,02:HELOC,03:N/A,03:LATAM,02:> Three years old,01:< 80,04:120-179 DPD,221,43.76,18.33,8,3.24,2.72,2.91,1.82,1.86,1.05,0.6,1.44,-0.47,3.03,1.6,0.23,1.68,18.45
Sample Bank,123456,2025-02,IntHE,020303020105,02:HELOC,03:N/A,03:LATAM,02:> Three years old,01:< 80,05:180+ DPD,413,16.8,33.26,34,6.61,3.59,1.44,1.95,0.96,0.8,0.34,1.03,-0.63,1.34,0.1,3.79,0.98,25.06
Sample Bank,123456,2025-02,IntHE,020303020201,02:HELOC,03:N/A,03:LATAM,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,170,68.9,8.9,19,8.54,0.62,0.37,1.62,0.58,1.27,0.93,1.08,-0.05,3.44,0.1,2.43,1.61,24.65
Sample Bank,123456,2025-02,IntHE,020303020202,02:HELOC,03:N/A,03:LATAM,02:> Three years old,02:>= 80,02:30-89 DPD,385,51.06,18.96,25,7.43,0.15,2.78,1.47,1.9,0.76,0.44,0.06,0.27,4.6,0.73,0.53,0.86,24.04
Sample Bank,123456,2025-02,IntHE,020303020203,02:HELOC,03:N/A,03:LATAM,02:> Three years old,02:>= 80,03:90-119 DPD,497,38.64,30.26,12,2.52,2.63,1.23,1.88,0.93,0.61,0.08,0.23,0.68,4.11,0.45,0.39,1.0,25.11
Sample Bank,123456,2025-02,IntHE,020303020204,02:HELOC,03:N/A,03:LATAM,02:> Three years old,02:>= 80,04:120-179 DPD,215,30.43,33.16,43,3.86,3.88,0.69,2.58,0.66,1.41,0.67,0.21,0.31,0.05,0.77,2.52,0.6,26.68
Sample Bank,123456,2025-02,IntHE,020303020205,02:HELOC,03:N/A,03:LATAM,02:> Three years old,02:>= 80,05:180+ DPD,454,89.25,9.71,35,1.7,4.03,2.21,1.09,0.87,0.96,0.13,2.34,0.14,4.5,1.49,1.2,0.3,23.74
Sample Bank,123456,2025-02,IntHE,020304010101,02:HELOC,03:N/A,04:APAC,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,672,27.45,46.57,41,5.56,2.81,0.09,0.93,0.08,0.9,0.12,1.27,-0.15,4.17,0.24,0.36,0.18,23.52
Sample Bank,123456,2025-02,IntHE,020304010102,02:HELOC,03:N/A,04:APAC,01:<= Three years old,01:< 80,02:30-89 DPD,884,36.62,17.45,27,5.1,1.5,2.49,1.33,1.8,0.24,0.02,2.86,-0.27,0.74,0.32,2.07,1.83,22.68
Sample Bank,123456,2025-02,IntHE,020304010103,02:HELOC,03:N/A,04:APAC,01:<= Three years old,01:< 80,03:90-119 DPD,574,50.62,12.98,16,1.82,3.31,1.25,1.95,1.95,0.64,0.99,2.59,0.75,2.57,1.34,3.66,0.14,12.52
Sample Bank,123456,2025-02,IntHE,020304010104,02:HELOC,03:N/A,04:APAC,01:<= Three years old,01:< 80,04:120-179 DPD,169,9.87,30.09,29,5.04,0.62,2.15,0.64,0.1,0.63,0.01,1.59,0.34,1.2,1.52,1.53,1.87,25.91
Sample Bank,123456,2025-02,IntHE,020304010105,02:HELOC,03:N/A,04:APAC,01:<= Three years old,01:< 80,05:180+ DPD,884,4.23,41.37,20,5.02,4.7,1.55,1.27,1.47,0.86,0.74,0.53,0.5,3.4,0.97,0.57,1.83,25.37
Sample Bank,123456,2025-02,IntHE,020304010201,02:HELOC,03:N/A,04:APAC,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,868,32.72,35.4,24,8.63,1.38,2.03,0.12,0.79,0.13,0.44,1.81,-0.45,1.81,1.81,2.37,0.16,8.26
Sample Bank,123456,2025-02,IntHE,020304010202,02:HELOC,03:N/A,04:APAC,01:<= Three years old,02:>= 80,02:30-89 DPD,302,84.08,26.36,29,5.46,1.28,0.52,1.14,1.51,1.76,0.85,1.27,-0.46,1.06,1.98,2.66,1.72,10.55
Sample Bank,123456,2025-02,IntHE,020304010203,02:HELOC,03:N/A,04:APAC,01:<= Three years old,02:>= 80,03:90-119 DPD,188,11.71,13.65,17,3.88,0.92,1.13,2.42,0.72,1.61,0.29,2.7,-0.35,1.83,0.33,4.21,1.07,25.27
Sample Bank,123456,2025-02,IntHE,020304010204,02:HELOC,03:N/A,04:APAC,01:<= Three years old,02:>= 80,04:120-179 DPD,209,13.92,4.89,42,0.39,2.0,1.52,0.74,1.96,0.54,0.17,2.22,0.85,2.51,0.63,3.7,0.01,25.48
Sample Bank,123456,2025-02,IntHE,020304010205,02:HELOC,03:N/A,04:APAC,01:<= Three years old,02:>= 80,05:180+ DPD,687,88.42,17.36,45,5.54,1.85,1.02,1.82,0.33,0.07,0.96,2.19,-0.33,0.67,1.84,3.28,1.2,20.72
Sample Bank,123456,2025-02,IntHE,020304020101,02:HELOC,03:N/A,04:APAC,02:> Three years old,01:< 80,01:Current & 1-29 DPD,308,44.53,46.76,27,6.52,3.3,1.79,2.18,1.54,1.88,0.13,0.3,0.63,4.9,1.76,4.58,1.18,8.69
Sample Bank,123456,2025-02,IntHE,020304020102,02:HELOC,03:N/A,04:APAC,02:> Three years old,01:< 80,02:30-89 DPD,803,91.16,20.36,14,8.19,0.64,2.77,1.77,1.34,0.23,0.11,2.36,-0.83,0.26,0.95,2.99,1.92,16.53
Sample Bank,123456,2025-02,IntHE,020304020103,02:HELOC,03:N/A,04:APAC,02:> Three years old,01:< 80,03:90-119 DPD,300,98.44,42.68,38,8.53,0.7,2.97,0.07,1.4,0.95,0.91,1.14,-0.36,1.19,0.73,0.07,0.43,13.42
Sample Bank,123456,2025-02,IntHE,020304020104,02:HELOC,03:N/A,04:APAC,02:> Three years old,01:< 80,04:120-179 DPD,386,14.4,5.17,9,2.29,0.49,0.27,2.72,0.53,0.09,0.74,0.93,0.02,0.62,1.85,2.53,0.58,21.77
Sample Bank,123456,2025-02,IntHE,020304020105,02:HELOC,03:N/A,04:APAC,02:> Three years old,01:< 80,05:180+ DPD,580,88.58,26.44,28,9.85,2.52,1.25,2.01,0.21,0.96,0.36,1.36,0.64,2.61,0.06,4.18,1.41,2.87
Sample Bank,123456,2025-02,IntHE,020304020201,02:HELOC,03:N/A,04:APAC,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,125,39.69,12.6,29,0.54,1.29,2.89,0.98,1.47,1.33,0.63,1.58,-0.94,0.56,1.59,2.11,0.47,25.79
Sample Bank,123456,2025-02,IntHE,020304020202,02:HELOC,03:N/A,04:APAC,02:> Three years old,02:>= 80,02:30-89 DPD,399,75.44,20.16,0,0.51,1.29,2.74,2.0,0.65,1.28,0.39,0.67,0.02,2.25,1.63,4.21,1.28,20.05
Sample Bank,123456,2025-02,IntHE,020304020203,02:HELOC,03:N/A,04:APAC,02:> Three years old,02:>= 80,03:90-119 DPD,1000,79.8,36.98,9,8.83,4.81,1.87,1.85,0.9,0.58,0.22,2.52,0.7,0.79,1.22,4.62,0.27,23.21
Sample Bank,123456,2025-02,IntHE,020304020204,02:HELOC,03:N/A,04:APAC,02:> Three years old,02:>= 80,04:120-179 DPD,923,18.77,27.45,33,5.86,3.91,1.06,2.55,0.89,0.63,0.8,0.72,-0.25,2.12,1.78,2.36,0.09,12.38
Sample Bank,123456,2025-02,IntHE,020304020205,02:HELOC,03:N/A,04:APAC,02:> Three years old,02:>= 80,05:180+ DPD,779,42.08,40.17,37,8.71,4.83,1.28,0.95,0.97,1.33,0.42,0.73,0.42,3.17,1.5,2.23,0.45,16.72
